Label	Clip
Memory	Nikon suggests certain memory cards that they certified to use with this camera.  Most of these for an 8GB card are 50 or more.  I purchased two Transcend 8GB Class 10 SDHC Card TS8GSDHC10 from Amazon and so far these have been amazing.  I have the camera saving in both RAW and JPEG until I can get familiar enough to switch completely to RAW.  Saving in this format is 20MB a picture and this card has no trouble keeping up.
Memory	emory cards
Memory	Nikon suggests certain memory cards that they certified to use with this camera.  Most of these for an 8GB card are 50 or more.  I purchased two Transcend 8GB Class 10 SDHC Card TS8GSDHC10 from Amazon and so far these have been amazing.  I have the camera saving in both RAW and JPEG until I can get familiar enough to switch completely to RAW.  Saving in this format is 20MB a picture and this card has no trouble keeping up.
Memory	I would recommend to get a high speed memory card. 
Memory	 would recommend to get a high speed memory card. The pictures at full 18MP take a lot of memory
Memory	 I would recommend to get a high speed memory card. The pictures at full 18MP take a lot of memory. Better get some means of decent storage space 750-1TB hardrive will do
Memory	 certain memory cards that they certified to use with this camera.  Most of these for an 8GB card are 50 or more.  I purchased two Transcend 8GB Class 10 SDHC Card TS8GSDHC10 from Amazon and so far these have been amazing.  I have the camera saving in both RAW and JPEG until I can get familiar enough to switch completely to RAW.  Saving in this format is 20MB a picture and this card has no trouble keeping up
Memory	 high speed memory card. The pictures at full 18MP take a lot of memory.
Memory	I purchased two Transcend 8GB Class 10 SDHC Card TS8GSDHC10 from Amazon and so far these have been amazing.  I have the camera saving in both RAW and JPEG until I can get familiar enough to switch completely to RAW.  Saving in this format is 20MB a picture and this card has no trouble keeping up.
Simplicity	Easy to operate.
Simplicity	Ease of use
Simplicity	 Easy to operate.
Simplicity	Cant adjust strap length while in rear facing position.
Design	extra deep side wings around the head kept his head from slumping to the side.  I love the no rethread harness and although it took me a bit to figure out how to work it it is still fairly simple and much preferrable over the rethread type.
Design	when my daughter falls asleep they hold her head up so its not bobbing all over the place.
Design	height is adjustable
Design	adjusting the straps as the kids grow is so easy in comparison to other seats.
Design	big car seat
Design	but where the baby sits there is absolutely NO padding.
Design	buckle system is heavy duty
Design	really well constructed and pretty comfy
Design	cons the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. 
Design	head rest is removable
Design	No thread adjustable straps
Design	Very bulky.
Design	Big enough for a toddler
Design	no rethread harness is awesome
Design	It is bigger than a lot of other car seats out there but I also feel like it is really well constructed and pretty comfy
Design	the seat cover is made of a material where the velcro on my sons shoes frayed it and the seat cover became scratchy
Design	head rest is removable which does not block my view since he is still small
Design	. Very fast auto focus on shooting.
Design	The main differences I noticed in it were the flip out LCD screen which I use more often for some of the photos I take
Design	Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.
Design	extremely mobile
Design	ergonomic arrangement of controls
Design	designed car seat and the price is very reasonable.
Design	Cant adjust strap length while in rear facing position. This is most frustrating but not often an issue.
Design	Material is easy to clean
Design	s a good choice.  Unfortunately I have not learned enough to take many pictures off of Auto 
Design	Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.
Design	mesh and into the babys eyes
Design	It is a well made and designed car seat
Design	It is a well made and designed car seat
Design	I went for the T3i over the T2i because of the articulating LCD screen.
Design	Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.
Design	Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.
Design	Light weight great body design
Design	my son figured out how to snap off the cup holder pretty quickly
Design	You do need a seat protector but youd need that with any car seat
Design	Cant adjust strap length while in rear facing position. This is most frustrating but not often an issue
Design	Catch a lot of stuff under the padding
Design	I love that we can keep the seat rear facing up to 40 lbs now that the AAPs new recommendation is to wait till age 2 this seat makes it easy to do so.
Design	a more toddler friendly seat
Design	adjusting the straps as the kids grow is so easy in comparison to other seats.
Design	The material was soft and fuzzy very comfortable for a little baby. It is side crash tested and the base is adjustable you can recline it at 3 different levels.
Design	the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. I am constantly trying to move the visor or the stroller to keep the sun out. Whoever thought to use mesh wasnt thinking.
Design	higher weight limit as well.
Design	buckle system is heavy duty and easy to use as well
Design	a very tight space to use the light blue head rests
Design	This car seat works out perfectly for us plus we dont need to compromise on quality or style.  It is a well made and designed car seat and the price is very reasonable.
Design	I went for the T3i over the T2i because of the articulating LCD screen. I personally preferred the Canon T3i over the Canon T2i because of that one reason only which is not a huge deal.
Design	the biggest is this darn sun visor. While it is very large the middle section is made of mesh. When the sun is bright it goes straight through the mesh and into the babys eyes. 
