Labels	Clips
Auto ISO Level Chossing Nikon D3100 Film speed	there is a problem with the D3100 choosing very high ISO levels in Auto Mode
Auto ISO Nikon D3100	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I changed the camera to P S A 
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	Auto mode
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	Auto point and shoot Mode was not taking the quality of pictures
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	took some picture with the Auto mode and they came out very good
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	 Auto point and shoot Mode was not taking the quality of pictures
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	 took some picture with the Auto mode and they came out very good.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	it is a great camera capable of very good pictures just not in the auto point and shoot modes.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	 I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	 there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for. 
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for. 
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for. 
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	You would expect Auto Modes to take easy great pictures in an entry level camera most people coming from point and shoot cameras.  If you want sharp pictures you have to use P S A or M modes with the D3100.  
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	 I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.
Auto Lens Mode Nikon D3100 Out of the box Point-and-shoot camera dial Film speed	Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I changed the camera to P S A 
Auto Mode - Focus Autofocus Live preview Viewfinder Shutter (photography) button	 Very fast auto focus on shooting.
Auto Mode - Focus Autofocus Live preview Viewfinder Shutter (photography) button	 No autofocus when zooming while taking video pressing shutter button half way focuses the picture.
Auto Mode - Focus Autofocus Live preview Viewfinder Shutter (photography) button	Auto focus in  live view  mode seeing through the lcd instead of the viewfinder is extremely slow. Makes me not ever wanting to use it.
Auto Mode - Quality Nikon D3100 Film speed	there is a problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos.
Auto Mode - Quality Nikon D3100 Film speed	I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I changed the camera to P S A 
Auto Mode Logic Nikon D3100	I purchased a Nikon D3100 about a month ago and right out of the box I noticed the Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.  The grain was drowning out the details and almost made the picture look out of focus.  It was happening whether I was indoor or outdoor flash or no flash.  I changed the camera to P S A 
Auto Mode Not Good Quality Pictures	Auto point and shoot Mode was not taking the quality of pictures I was hoping fo
Auto Mode Picture Quality Nikon D3100 Film speed	problem with the D3100 choosing very high ISO levels in Auto Mode no matter the setting.  This is causing the grain/dull/no detailed photos.
Auto Picture	I have not learned enough to take many pictures off of Auto mode so it acts like a point and shoot.
Auto Picture	Auto point and shoot Mode was not taking the quality of pictures I was hoping for.  The pictures looked dull and when I looked at the original file I noticed it was from the amount of grain in the picture.
Auto Point Firmware Point-and-shoot camera	Other than the ISO firmware issue it is a great camera capable of very good pictures just not in the auto point and shoot modes.
